perfil_rojo,perfil_azul,equipo_inicial,ganador,razon,equipo_toco_asesino,turnos_totales,pistas_forzadas_rojo,pistas_forzadas_azul,seed
gemini_da_v3_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,10,0,0,20383
gemini_da_v3_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,6,0,0,20384
gemini_da_v3_lee,v1_da_gemini_lee,rojo,azul,asesino,rojo,5,0,0,20385
gemini_da_v3_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,7,0,0,20386
gemini_da_v3_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20387
gemini_da_v3_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,7,0,0,20388
gemini_da_v3_lee,v1_da_gemini_lee,rojo,azul,asesino,rojo,5,0,0,20389
gemini_da_v3_lee,v1_da_gemini_lee,azul,rojo,completado,,10,0,0,20390
gemini_da_v3_lee,v3_puro,rojo,azul,completado,,4,0,0,20391
gemini_da_v3_lee,v3_puro,azul,azul,completado,,7,0,0,20392
gemini_da_v3_lee,v3_puro,rojo,azul,asesino,rojo,5,0,0,20393
gemini_da_v3_lee,v3_puro,azul,azul,completado,,7,0,0,20394
gemini_da_v3_lee,v3_puro,rojo,azul,asesino,rojo,3,0,0,20395
gemini_da_v3_lee,v3_puro,azul,azul,completado,,7,0,0,20396
gemini_da_v3_lee,v3_puro,rojo,azul,completado,,6,0,0,20397
gemini_da_v3_lee,v3_puro,azul,azul,completado,,5,0,0,20398
gemini_da_v3_lee,v3_puro,rojo,azul,completado,,6,0,0,20399
gemini_da_v3_lee,v3_puro,azul,azul,asesino,rojo,2,0,0,20400
gemini_da_v3_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,8,0,0,20401
gemini_da_v3_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,10,0,0,20402
gemini_da_v3_lee,gemini_da_v3_lee,rojo,azul,asesino,rojo,7,0,0,20403
gemini_da_v3_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,4,0,0,20404
gemini_da_v3_lee,gemini_da_v3_lee,rojo,azul,completado,,8,0,0,20405
gemini_da_v3_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,11,0,0,20406
gemini_da_v3_lee,gemini_da_v3_lee,rojo,azul,asesino,rojo,11,0,0,20407
gemini_da_v3_lee,gemini_da_v3_lee,azul,rojo,completado,,9,0,0,20408
gemini_da_v3_lee,gemini_da_v3_lee,rojo,rojo,completado,,11,0,0,20409
gemini_da_v3_lee,gemini_da_v3_lee,azul,rojo,completado,,10,0,0,20410
gemini_da_v3_lee,v3_da_gemini_lee,rojo,rojo,completado,,9,0,0,20411
gemini_da_v3_lee,v3_da_gemini_lee,azul,azul,completado,,9,0,0,20412
gemini_da_v3_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20413
gemini_da_v3_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,7,0,0,20414
gemini_da_v3_lee,v3_da_gemini_lee,rojo,azul,completado,,8,0,0,20415
gemini_da_v3_lee,v3_da_gemini_lee,azul,azul,completado,,7,0,0,20416
gemini_da_v3_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,2,0,0,20417
gemini_da_v3_lee,v3_da_gemini_lee,azul,rojo,completado,,12,0,0,20418
gemini_da_v3_lee,v3_da_gemini_lee,rojo,azul,completado,,8,0,0,20419
gemini_da_v3_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,3,0,0,20420
v3_da_gemini_lee,gemini_puro,rojo,azul,completado,,9,0,0,20421
v3_da_gemini_lee,gemini_puro,azul,rojo,asesino,azul,7,0,0,20422
v3_da_gemini_lee,gemini_puro,rojo,azul,completado,,9,0,0,20423
v3_da_gemini_lee,gemini_puro,azul,rojo,completado,,8,0,0,20424
v3_da_gemini_lee,gemini_puro,rojo,rojo,asesino,azul,6,0,0,20425
v3_da_gemini_lee,gemini_puro,azul,azul,asesino,rojo,6,0,0,20426
v3_da_gemini_lee,gemini_puro,rojo,rojo,asesino,azul,10,0,0,20427
v3_da_gemini_lee,gemini_puro,azul,rojo,asesino,azul,9,0,0,20428
v3_da_gemini_lee,gemini_puro,rojo,rojo,asesino,azul,4,0,0,20429
v3_da_gemini_lee,gemini_puro,azul,rojo,asesino,azul,7,0,0,20430
v3_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20431
v3_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20432
v3_da_gemini_lee,v1_puro,rojo,azul,completado,,5,0,0,20433
v3_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20434
v3_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20435
v3_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20436
v3_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20437
v3_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20438
v3_da_gemini_lee,v1_puro,rojo,azul,completado,,5,0,0,20439
v3_da_gemini_lee,v1_puro,azul,azul,completado,,3,0,0,20440
v3_da_gemini_lee,gemini_da_v1_lee,rojo,rojo,asesino,azul,6,0,0,20441
v3_da_gemini_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,9,0,0,20442
v3_da_gemini_lee,gemini_da_v1_lee,rojo,azul,completado,,9,0,0,20443
v3_da_gemini_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,5,0,0,20444
v3_da_gemini_lee,gemini_da_v1_lee,rojo,rojo,completado,,11,0,0,20445
v3_da_gemini_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,7,0,0,20446
v3_da_gemini_lee,gemini_da_v1_lee,rojo,azul,completado,,8,0,0,20447
v3_da_gemini_lee,gemini_da_v1_lee,azul,rojo,completado,,8,0,0,20448
v3_da_gemini_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,1,0,0,20449
v3_da_gemini_lee,gemini_da_v1_lee,azul,azul,asesino,rojo,6,0,0,20450
v3_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,completado,,9,0,0,20451
v3_da_gemini_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,3,0,0,20452
v3_da_gemini_lee,v1_da_gemini_lee,rojo,azul,completado,,5,0,0,20453
v3_da_gemini_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,10,0,0,20454
v3_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,2,0,0,20455
v3_da_gemini_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,8,0,0,20456
v3_da_gemini_lee,v1_da_gemini_lee,rojo,azul,completado,,6,0,0,20457
v3_da_gemini_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,8,0,0,20458
v3_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,6,0,0,20459
v3_da_gemini_lee,v1_da_gemini_lee,azul,rojo,completado,,8,0,0,20460
v3_da_gemini_lee,v3_puro,rojo,azul,completado,,4,0,0,20461
v3_da_gemini_lee,v3_puro,azul,azul,completado,,5,0,0,20462
v3_da_gemini_lee,v3_puro,rojo,azul,completado,,6,0,0,20463
v3_da_gemini_lee,v3_puro,azul,azul,completado,,3,0,0,20464
v3_da_gemini_lee,v3_puro,rojo,azul,completado,,4,0,0,20465
v3_da_gemini_lee,v3_puro,azul,azul,asesino,rojo,6,0,0,20466
v3_da_gemini_lee,v3_puro,rojo,azul,completado,,4,0,0,20467
v3_da_gemini_lee,v3_puro,azul,azul,completado,,5,0,0,20468
v3_da_gemini_lee,v3_puro,rojo,azul,completado,,4,0,0,20469
v3_da_gemini_lee,v3_puro,azul,azul,completado,,5,0,0,20470
v3_da_gemini_lee,gemini_da_v3_lee,rojo,azul,completado,,10,0,0,20471
v3_da_gemini_lee,gemini_da_v3_lee,azul,rojo,completado,,12,0,0,20472
v3_da_gemini_lee,gemini_da_v3_lee,rojo,rojo,completado,,9,0,0,20473
v3_da_gemini_lee,gemini_da_v3_lee,azul,rojo,completado,,7,0,0,20474
v3_da_gemini_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,6,0,0,20475
v3_da_gemini_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,3,0,0,20476
v3_da_gemini_lee,gemini_da_v3_lee,rojo,azul,completado,,6,0,0,20477
v3_da_gemini_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,5,0,0,20478
v3_da_gemini_lee,gemini_da_v3_lee,rojo,rojo,completado,,9,0,0,20479
v3_da_gemini_lee,gemini_da_v3_lee,azul,rojo,completado,,10,0,0,20480
v3_da_gemini_lee,v3_da_gemini_lee,rojo,azul,asesino,rojo,5,0,0,20481
v3_da_gemini_lee,v3_da_gemini_lee,azul,rojo,completado,,6,0,0,20482
v3_da_gemini_lee,v3_da_gemini_lee,rojo,rojo,completado,,7,0,0,20483
v3_da_gemini_lee,v3_da_gemini_lee,azul,rojo,completado,,10,0,0,20484
v3_da_gemini_lee,v3_da_gemini_lee,rojo,azul,asesino,rojo,5,0,0,20485
v3_da_gemini_lee,v3_da_gemini_lee,azul,azul,asesino,rojo,4,0,0,20486
v3_da_gemini_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,6,0,0,20487
v3_da_gemini_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,7,0,0,20488
v3_da_gemini_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,4,0,0,20489
v3_da_gemini_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,1,0,0,20490
